Node,Degree Centrality,Neighborhood Centrality,Connective Redundancy,Exclusive Neighborhood,Relevance,Exclusive Relevance
Afghanistan,0.37089201877934275,6627,0.9076354679802956,0,0.0,0.0
Australia,1.2910798122065728,19875,0.5989495798319328,0,0.0,0.0
Austria,1.0751173708920188,19620,0.592436974789916,0,0.0,0.0
Belgium,1.215962441314554,20431,0.5474200581395349,0,0.0,0.0
Brazil,1.0422535211267605,20576,0.5640378937007874,0,0.0,0.0
Canada,1.352112676056338,20147,0.5963284107844465,0,0.0,0.0
China,1.403755868544601,19752,0.5218380905511811,0,0.0,0.0
"China,_Hong_Kong_SAR",1.1032863849765258,18834,0.5752623688155922,0,0.0,0.0
"China,_mainland",1.3427230046948357,20459,0.5336465061655902,0,0.0,0.0
"China,_Taiwan_Province_of",1.1220657276995305,18683,0.6082689832689833,0,0.0,0.0
Denmark,1.0751173708920188,20176,0.576842381327039,0,0.0,0.0
Egypt,0.568075117370892,19952,0.5923553719008264,0,0.0,0.0
Finland,0.8169014084507042,16643,0.7563840653728294,0,0.0,0.0
France,1.4131455399061033,20862,0.537138300296195,0,0.0,0.0
Germany,1.3333333333333333,20524,0.5448419797257007,0,0.0,0.0
Guatemala,0.6948356807511737,15607,0.7459594475462827,0,0.0,0.0
India,1.1784037558685447,20335,0.5601799775028121,0,0.0,0.0
Indonesia,1.0093896713615023,19725,0.5996296823814271,0,0.0,0.0
Iran_(Islamic_Republic_of),0.784037558685446,16657,0.6750171585449554,0,0.0,0.0
Iraq,0.07042253521126761,3172,0.9333333333333333,0,0.0,0.0
Ireland,1.0469483568075117,19618,0.6135425876805187,0,0.0,0.0
Italy,1.23943661971831,20544,0.5453786523553965,0,0.0,0.0
Japan,1.2629107981220657,19622,0.5942885628827802,0,0.0,0.0
Kazakhstan,0.14084507042253522,6481,0.9091954022988505,0,0.0,0.0
Lebanon,0.9014084507042254,15878,0.6696629213483146,0,0.0,0.0
Malaysia,1.0704225352112677,20461,0.5662417197850269,0,0.0,0.0
Netherlands,1.3568075117370892,20393,0.5457243217054264,0,0.0,0.0
Pakistan,0.8497652582159625,16813,0.6816517959277053,0,0.0,0.0
Philippines,0.8779342723004695,18809,0.649252463472647,0,0.0,0.0
Poland,1.0751173708920188,19404,0.6329762459245459,0,0.0,0.0
Republic_of_Korea,1.1267605633802817,19593,0.6035057221497899,0,0.0,0.0
Russian_Federation,1.0938967136150235,18585,0.6589666725445248,0,0.0,0.0
Saudi_Arabia,0.7417840375586855,14378,0.6595904847937368,0,0.0,0.0
Singapore,1.0751173708920188,19766,0.5805096418732782,0,0.0,0.0
Spain,1.1924882629107982,20720,0.5543231961836613,0,0.0,0.0
Sweden,1.0892018779342723,19272,0.6339285714285714,0,0.0,0.0
Switzerland,1.2863849765258217,20326,0.5598050243719535,0,0.0,0.0
Tajikistan,0.051643192488262914,2212,0.8818181818181818,0,0.0,0.0
Thailand,1.1267605633802817,20680,0.5521765056648777,0,0.0,0.0
Turkey,1.0985915492957747,19913,0.5793252946755182,0,0.0,0.0
Turkmenistan,0.06572769953051644,3058,0.9175824175824175,0,0.0,0.0
Ukraine,0.9107981220657277,16384,0.6987789987789987,0,0.0,0.0
United_Arab_Emirates,0.49765258215962443,17418,0.587780772686433,0,0.0,0.0
United_Kingdom,1.3380281690140845,20577,0.5312283136710617,0,0.0,0.0
United_States_of_America,1.4460093896713615,20554,0.5304186907240342,0,0.0,0.0
Uzbekistan,0.20187793427230047,8590,0.8394241417497231,0,0.0,0.0
Viet_Nam,0.5446009389671361,19662,0.6272863568215892,0,0.0,0.0
Albania,0.5821596244131455,10267,0.7988235294117647,0,0.0,0.0
Argentina,0.9765258215962441,19850,0.5963585434173669,0,0.0,0.0
Bahamas,0.26760563380281693,11075,0.7449874686716792,0,0.0,0.0
Bosnia_and_Herzegovina,0.5633802816901409,7839,0.8993993993993994,0,0.0,0.0
Bulgaria,0.9061032863849765,18249,0.6688760268857357,0,0.0,0.0
Cabo_Verde,0.2535211267605634,2108,0.8333333333333334,0,0.0,0.0
Cameroon,0.5258215962441315,7755,0.8436507936507937,0,0.0,0.0
Colombia,0.9483568075117371,19422,0.6087706146926537,0,0.0,0.0
Comoros,0.07042253521126761,3517,0.9428571428571428,0,0.0,0.0
Congo,0.3098591549295775,2469,0.7803030303030303,0,0.0,0.0
Costa_Rica,0.784037558685446,16068,0.6896067415730337,0,0.0,0.0
C̫te_d'Ivoire,0.6901408450704225,11470,0.7153005464480874,0,0.0,0.0
Croatia,0.8309859154929577,12549,0.8394777265745008,0,0.0,0.0
Cuba,0.40375586854460094,15767,0.7158686730506156,0,0.0,0.0
Cyprus,0.7652582159624414,14868,0.752190847127556,0,0.0,0.0
Czech_Republic,0.9624413145539906,17517,0.7213815789473684,0,0.0,0.0
Dominica,0.1267605633802817,5344,0.7806267806267806,0,0.0,0.0
Dominican_Republic,0.26760563380281693,10877,0.7653508771929824,0,0.0,0.0
Ecuador,0.7652582159624414,17688,0.6937744794887652,0,0.0,0.0
Ethiopia,0.6572769953051644,12891,0.801923076923077,0,0.0,0.0
Greece,0.9530516431924883,18189,0.6815153245764325,0,0.0,0.0
Hungary,0.8497652582159625,16351,0.7434691745036572,0,0.0,0.0
Israel,0.8967136150234742,16893,0.6926091825307951,0,0.0,0.0
Kenya,0.8826291079812206,18105,0.6852067559697146,0,0.0,0.0
Kyrgyzstan,0.431924882629108,5011,0.9407114624505929,0,0.0,0.0
Lithuania,0.676056338028169,13563,0.7975155279503106,0,0.0,0.0
Luxembourg,0.5492957746478874,13086,0.8050655811849842,0,0.0,0.0
Malawi,0.4460093896713615,9004,0.844407530454042,0,0.0,0.0
Mexico,1.0657276995305165,18820,0.6617341640706127,0,0.0,0.0
Montenegro,0.47887323943661975,6224,0.9523809523809523,0,0.0,0.0
Morocco,0.8779342723004695,16701,0.6906264609630669,0,0.0,0.0
Nicaragua,0.46009389671361506,8404,0.8573170731707317,0,0.0,0.0
Norway,0.9671361502347418,16510,0.7518286311389759,0,0.0,0.0
Panama,0.24882629107981222,9997,0.7558055152394775,0,0.0,0.0
Portugal,0.943661971830986,18905,0.6312039312039313,0,0.0,0.0
Republic_of_Moldova,0.6384976525821596,10927,0.9056603773584906,0,0.0,0.0
Romania,0.7793427230046949,15891,0.7518207282913165,0,0.0,0.0
Sao_Tome_and_Principe,0.03286384976525822,1477,0.8095238095238095,0,0.0,0.0
Serbia,0.7464788732394366,12877,0.8059701492537313,0,0.0,0.0
Slovakia,0.6854460093896714,13281,0.7913469735720375,0,0.0,0.0
Slovenia,0.7183098591549296,13927,0.8035993740219093,0,0.0,0.0
Syrian_Arab_Republic,0.676056338028169,15455,0.7458596808190304,0,0.0,0.0
The_former_Yugoslav_Republic_of_Macedonia,0.5962441314553991,10797,0.9061085972850679,0,0.0,0.0
Tunisia,0.727699530516432,15418,0.6943977591036414,0,0.0,0.0
Uganda,0.5633802816901409,10333,0.8416326530612245,0,0.0,0.0
Unspecified,0.37089201877934275,14140,0.6906848425835768,0,0.0,0.0
Venezuela_(Bolivarian_Republic_of),0.5774647887323944,10137,0.8187755102040817,0,0.0,0.0
Bolivia_(Plurinational_State_of),0.47417840375586856,8476,0.9014844804318488,0,0.0,0.0
Chile,0.9577464788732395,19459,0.6131184407796102,0,0.0,0.0
El_Salvador,0.5023474178403756,9676,0.8855072463768116,0,0.0,0.0
Estonia,0.6103286384976526,12655,0.8635642517186674,0,0.0,0.0
Fiji,0.4507042253521127,8906,0.8512195121951219,0,0.0,0.0
Georgia,0.5539906103286385,11129,0.8555555555555555,0,0.0,0.0
Honduras,0.18779342723004694,8010,0.8256410256410256,0,0.0,0.0
Iceland,0.6948356807511737,11277,0.7841478696741855,0,0.0,0.0
Jamaica,0.6572769953051644,13281,0.7868744512730466,0,0.0,0.0
Madagascar,0.5539906103286385,12287,0.8774954627949183,0,0.0,0.0
New_Zealand,1.0657276995305165,18494,0.6734432234432235,0,0.0,0.0
Papua_New_Guinea,0.13145539906103287,6582,0.9365079365079365,0,0.0,0.0
Paraguay,0.27230046948356806,12377,0.8944343617664852,0,0.0,0.0
Peru,0.7699530516431925,16601,0.7139194139194139,0,0.0,0.0
South_Africa,1.187793427230047,19961,0.5834575260804769,0,0.0,0.0
Sri_Lanka,0.892018779342723,19376,0.627619934792734,0,0.0,0.0
Sudan_(former),0.2112676056338028,8664,0.7772727272727272,0,0.0,0.0
Trinidad_and_Tobago,0.5352112676056339,7854,0.8102564102564103,0,0.0,0.0
United_Republic_of_Tanzania,0.5821596244131455,11278,0.837037037037037,0,0.0,0.0
Uruguay,0.3755868544600939,15151,0.7541139240506329,0,0.0,0.0
Zambia,0.3755868544600939,6102,0.8264367816091954,0,0.0,0.0
Armenia,0.5586854460093896,8152,0.9281650071123755,0,0.0,0.0
Belarus,0.6619718309859155,8592,0.8774680603948897,0,0.0,0.0
Central_African_Republic,0.18779342723004694,2114,0.8222222222222222,0,0.0,0.0
Ghana,0.676056338028169,11438,0.6720430107526881,0,0.0,0.0
Guyana,0.4272300469483568,6284,0.8522167487684729,0,0.0,0.0
Latvia,0.6807511737089202,12641,0.8469022017409115,0,0.0,0.0
Mali,0.14084507042253522,5598,0.7183908045977011,0,0.0,0.0
Nauru,0.014084507042253521,696,0.8333333333333334,0,0.0,0.0
Nigeria,0.4131455399061033,13271,0.7538363171355499,0,0.0,0.0
Oman,0.619718309859155,9944,0.7215234102026555,0,0.0,0.0
Sierra_Leone,0.0892018779342723,4528,0.9532163742690059,0,0.0,0.0
Aruba,0.27699530516431925,1278,0.8,0,0.0,0.0
Barbados,0.5305164319248826,7364,0.7603129445234709,0,0.0,0.0
Netherlands_Antilles,0.11267605633802817,4293,0.7065217391304348,0,0.0,0.0
Suriname,0.3943661971830986,4202,0.7690476190476191,0,0.0,0.0
American_Samoa,0.03755868544600939,1646,0.8571428571428571,0,0.0,0.0
Antigua_and_Barbuda,0.09389671361502347,3660,0.6657894736842105,0,0.0,0.0
Azerbaijan,0.5211267605633803,7170,0.8778966131907309,0,0.0,0.0
Bahrain,0.5962441314553991,5980,0.8551724137931035,0,0.0,0.0
Bangladesh,0.24882629107981222,9798,0.7126269956458636,0,0.0,0.0
Belize,0.3098591549295775,4972,0.8939393939393939,0,0.0,0.0
Bermuda,0.107981220657277,4919,0.8774703557312253,0,0.0,0.0
Botswana,0.27230046948356806,3686,0.8860294117647058,0,0.0,0.0
Cambodia,0.3286384976525822,6026,0.8532763532763533,0,0.0,0.0
"China,_Macao_SAR",0.23943661971830987,4788,0.9394736842105263,0,0.0,0.0
Democratic_People's_Republic_of_Korea,0.11737089201877934,4796,0.7466666666666667,0,0.0,0.0
Democratic_Republic_of_the_Congo,0.09389671361502347,4209,0.8578947368421053,0,0.0,0.0
Djibouti,0.018779342723004695,1064,1.0,0,0.0,0.0
Eritrea,0.023474178403755867,1035,0.85,0,0.0,0.0
Guinea,0.08450704225352113,4171,0.9183006535947712,0,0.0,0.0
Jordan,0.7417840375586855,12098,0.8305084745762712,0,0.0,0.0
Lao_People's_Democratic_Republic,0.09859154929577466,5420,0.9857142857142858,0,0.0,0.0
Malta,0.619718309859155,11459,0.6961085509472607,0,0.0,0.0
Marshall_Islands,0.04225352112676056,2296,0.9583333333333334,0,0.0,0.0
Mauritius,0.6572769953051644,10575,0.7501683501683502,0,0.0,0.0
Mongolia,0.10328638497652583,5575,0.9826839826839827,0,0.0,0.0
Mozambique,0.14553990610328638,6690,0.8741935483870967,0,0.0,0.0
Myanmar,0.1267605633802817,5967,0.9116809116809117,0,0.0,0.0
Namibia,0.20657276995305165,8698,0.7922832980972516,0,0.0,0.0
Nepal,0.48826291079812206,9445,0.9323170731707318,0,0.0,0.0
New_Caledonia,0.49765258215962443,3818,0.8398692810457516,0,0.0,0.0
Niger,0.38497652582159625,2955,0.7523809523809524,0,0.0,0.0
Qatar,0.5915492957746479,5175,0.9130434782608695,0,0.0,0.0
Rwanda,0.2535211267605634,4850,0.9285714285714286,0,0.0,0.0
Saint_Lucia,0.07981220657276995,3535,0.8676470588235294,0,0.0,0.0
Samoa,0.07042253521126761,3769,0.9761904761904762,0,0.0,0.0
Solomon_Islands,0.07511737089201878,3813,0.9041666666666667,0,0.0,0.0
Swaziland,0.2112676056338028,8827,0.7808080808080808,0,0.0,0.0
Timor-Leste,0.023474178403755867,1172,0.9,0,0.0,0.0
Tonga,0.1596244131455399,1468,0.9761904761904762,0,0.0,0.0
Vanuatu,0.27230046948356806,4370,0.9281045751633987,0,0.0,0.0
Yemen,0.14553990610328638,6613,0.867741935483871,0,0.0,0.0
Zimbabwe,0.4507042253521127,9134,0.8345665961945031,0,0.0,0.0
Algeria,0.19248826291079812,7710,0.7475609756097561,0,0.0,0.0
Burkina_Faso,0.4225352112676056,6409,0.8632183908045977,0,0.0,0.0
Grenada,0.06103286384976526,2533,0.7564102564102564,0,0.0,0.0
Kuwait,0.15492957746478875,6755,0.8570075757575758,0,0.0,0.0
Togo,0.35211267605633806,3814,0.8131578947368421,0,0.0,0.0
Falkland_Islands_(Malvinas),0.009389671361502348,416,0.5,0,0.0,0.0
Guam,0.03286384976525822,1730,0.8571428571428571,0,0.0,0.0
Somalia,0.08450704225352113,3893,0.8627450980392157,0,0.0,0.0
Saint_Kitts_and_Nevis,0.08450704225352113,3720,0.8529411764705882,0,0.0,0.0
Saint_Vincent_and_the_Grenadines,0.3568075117370892,1868,0.9523809523809523,0,0.0,0.0
Angola,0.04225352112676056,2249,0.9444444444444444,0,0.0,0.0
Benin,0.3380281690140845,3985,0.847953216374269,0,0.0,0.0
Burundi,0.20187793427230047,2403,0.9318181818181818,0,0.0,0.0
French_Polynesia,0.4694835680751174,4860,0.9368421052631579,0,0.0,0.0
Gabon,0.051643192488262914,2057,0.7272727272727273,0,0.0,0.0
Haiti,0.1267605633802817,6230,0.8988603988603988,0,0.0,0.0
Liberia,0.028169014084507043,1223,0.6333333333333333,0,0.0,0.0
Occupied_Palestinian_Territory,0.07981220657276995,3981,0.9301470588235294,0,0.0,0.0
Senegal,0.5258215962441315,6495,0.7632575757575758,0,0.0,0.0
British_Virgin_Islands,0.046948356807511735,2185,0.8333333333333334,0,0.0,0.0
Seychelles,0.07042253521126761,3037,0.7904761904761904,0,0.0,0.0
Bhutan,0.09389671361502347,1264,0.8,0,0.0,0.0
Cook_Islands,0.04225352112676056,2041,0.9444444444444444,0,0.0,0.0
Lesotho,0.03286384976525822,1877,0.9523809523809523,0,0.0,0.0
Gambia,0.38028169014084506,2303,0.6515151515151515,0,0.0,0.0
Guinea-Bissau,0.014084507042253521,399,0.5,0,0.0,0.0
Niue,0.009389671361502348,297,0.5,0,0.0,0.0
Chad,0.014084507042253521,476,0.5,0,0.0,0.0
Equatorial_Guinea,0.014084507042253521,464,0.3333333333333333,0,0.0,0.0
Faroe_Islands,0.04225352112676056,2164,0.9583333333333334,0,0.0,0.0
Montserrat,0.004694835680751174,288,0.0,0,0.0,0.0
Saint_Pierre_and_Miquelon,0.009389671361502348,589,1.0,0,0.0,0.0
Turks_and_Caicos_Islands,0.06103286384976526,1994,0.5128205128205128,0,0.0,0.0
Brunei_Darussalam,0.028169014084507043,1350,0.8,0,0.0,0.0
