Node,Degree Centrality,Neighborhood Centrality,Connective Redundancy,Exclusive Neighborhood,Relevance,Exclusive Relevance
Afghanistan,0.0625,1326,0.6727272727272727,0,0.0,0.0
Australia,0.6510416666666666,6515,0.4088288288288288,0,0.0,0.0
Austria,0.546875,4698,0.5670675300647549,0,0.0,0.0
Belgium,0.9583333333333333,6916,0.39220114423366453,0,0.0,0.0
Brazil,0.609375,6920,0.38738331827762723,0,0.0,0.0
Canada,0.921875,7030,0.3746498599439776,0,0.0,0.0
China,0.921875,6803,0.30786516853932583,0,0.0,0.0
"China,_Hong_Kong_SAR",0.38541666666666663,2656,0.5224867724867724,0,0.0,0.0
"China,_mainland",0.890625,7028,0.3325842696629214,0,0.0,0.0
"China,_Taiwan_Province_of",0.35416666666666663,3305,0.6068965517241379,0,0.0,0.0
Denmark,0.5989583333333333,5564,0.5075620084694494,0,0.0,0.0
Egypt,0.29166666666666663,5521,0.5152597402597403,0,0.0,0.0
Finland,0.3020833333333333,3057,0.7666666666666667,0,0.0,0.0
France,1.0572916666666665,7662,0.32636363636363636,0,0.0,0.0
Germany,0.9791666666666666,7244,0.3742163009404389,0,0.0,0.0
Guatemala,0.16666666666666666,1680,0.5220588235294118,0,0.0,0.0
India,0.8854166666666666,6400,0.36563436563436563,1,0.01282051282051282,0.005208333333333333
Indonesia,0.5885416666666666,6300,0.44607843137254904,0,0.0,0.0
Iran_(Islamic_Republic_of),0.2864583333333333,2611,0.5778985507246377,0,0.0,0.0
Iraq,0.015625,427,0.8333333333333334,0,0.0,0.0
Ireland,0.359375,3795,0.7709677419354839,0,0.0,0.0
Italy,0.890625,6941,0.3884807522774023,0,0.0,0.0
Japan,0.5520833333333333,3962,0.5992063492063492,0,0.0,0.0
Kazakhstan,0.06770833333333333,1571,0.7628205128205128,0,0.0,0.0
Lebanon,0.4427083333333333,2838,0.5541310541310541,0,0.0,0.0
Malaysia,0.6510416666666666,6098,0.3793035993740219,0,0.0,0.0
Netherlands,1.0364583333333333,7152,0.313437849944009,0,0.0,0.0
Pakistan,0.4739583333333333,3695,0.542063492063492,1,0.027777777777777776,0.005208333333333333
Philippines,0.34375,3227,0.7321937321937322,0,0.0,0.0
Poland,0.5416666666666666,5534,0.5775681341719078,0,0.0,0.0
Republic_of_Korea,0.40104166666666663,3234,0.6851851851851852,0,0.0,0.0
Russian_Federation,0.609375,5016,0.5535714285714286,0,0.0,0.0
Saudi_Arabia,0.3125,1762,0.6333333333333333,0,0.0,0.0
Singapore,0.4114583333333333,2779,0.3873949579831933,0,0.0,0.0
Spain,0.8645833333333333,7048,0.39027538726333905,0,0.0,0.0
Sweden,0.5104166666666666,4589,0.6423034330011074,0,0.0,0.0
Switzerland,0.625,4286,0.6351351351351351,0,0.0,0.0
Tajikistan,0.03125,819,0.8666666666666667,0,0.0,0.0
Thailand,0.6302083333333333,6532,0.3943950786056049,0,0.0,0.0
Turkey,0.8645833333333333,6877,0.41609866926322625,0,0.0,0.0
Turkmenistan,0.0625,1355,0.6818181818181818,0,0.0,0.0
Ukraine,0.515625,5177,0.48538961038961037,0,0.0,0.0
United_Arab_Emirates,0.203125,3094,0.3832658569500675,0,0.0,0.0
United_Kingdom,0.921875,6876,0.416910094125284,0,0.0,0.0
United_States_of_America,1.0989583333333333,7613,0.2719799238490827,0,0.0,0.0
Uzbekistan,0.03125,611,0.7,0,0.0,0.0
Viet_Nam,0.3020833333333333,5605,0.48578342407743497,0,0.0,0.0
Albania,0.203125,801,0.8809523809523809,0,0.0,0.0
Argentina,0.4895833333333333,6144,0.5319672131147541,0,0.0,0.0
Bosnia_and_Herzegovina,0.23958333333333331,1647,0.8047619047619048,0,0.0,0.0
Bulgaria,0.390625,3440,0.6193181818181818,0,0.0,0.0
Cabo_Verde,0.057291666666666664,203,0.0,0,0.0,0.0
Cameroon,0.18229166666666666,3100,0.7292490118577075,1,0.043478260869565216,0.005208333333333333
Colombia,0.29166666666666663,3435,0.6293103448275862,0,0.0,0.0
Congo,0.09895833333333333,1672,0.8363636363636363,0,0.0,0.0
Costa_Rica,0.20833333333333331,2788,0.556923076923077,0,0.0,0.0
C̫te_d'Ivoire,0.36979166666666663,4531,0.5280126849894292,0,0.0,0.0
Croatia,0.375,2657,0.64,0,0.0,0.0
Cuba,0.020833333333333332,706,1.0,0,0.0,0.0
Cyprus,0.2552083333333333,2985,0.829004329004329,0,0.0,0.0
Czech_Republic,0.5208333333333333,5530,0.5363636363636364,0,0.0,0.0
Dominica,0.03125,719,0.5333333333333333,0,0.0,0.0
Dominican_Republic,0.09375,2493,0.7973856209150327,0,0.0,0.0
Ecuador,0.30729166666666663,4240,0.6287339971550497,0,0.0,0.0
Ethiopia,0.15625,1640,0.6373626373626373,0,0.0,0.0
Greece,0.4270833333333333,4099,0.6343843843843844,0,0.0,0.0
Hungary,0.43229166666666663,4700,0.6072463768115942,0,0.0,0.0
Israel,0.35416666666666663,3574,0.6280241935483871,0,0.0,0.0
Kenya,0.24479166666666666,2816,0.5816666666666667,0,0.0,0.0
Kyrgyzstan,0.09375,973,0.8571428571428571,0,0.0,0.0
Lithuania,0.3958333333333333,3968,0.7352941176470589,0,0.0,0.0
Luxembourg,0.14583333333333331,1585,0.9242424242424242,0,0.0,0.0
Malawi,0.078125,156,1.0,0,0.0,0.0
Mexico,0.375,3877,0.545045045045045,0,0.0,0.0
Montenegro,0.109375,151,1.0,0,0.0,0.0
Morocco,0.3177083333333333,3023,0.665,0,0.0,0.0
Nicaragua,0.15104166666666666,1597,0.5934065934065934,0,0.0,0.0
Norway,0.4583333333333333,3212,0.815,0,0.0,0.0
Panama,0.046875,1088,0.7083333333333334,0,0.0,0.0
Portugal,0.4114583333333333,3973,0.6571428571428571,0,0.0,0.0
Republic_of_Moldova,0.2552083333333333,1967,0.580952380952381,0,0.0,0.0
Romania,0.453125,4430,0.6149825783972126,0,0.0,0.0
Sao_Tome_and_Principe,0.041666666666666664,1222,0.9285714285714286,0,0.0,0.0
Serbia,0.29166666666666663,2510,0.741106719367589,0,0.0,0.0
Slovakia,0.3125,2751,0.7933333333333333,0,0.0,0.0
Slovenia,0.2708333333333333,2414,0.7470355731225297,0,0.0,0.0
Syrian_Arab_Republic,0.26041666666666663,3245,0.6083743842364532,0,0.0,0.0
The_former_Yugoslav_Republic_of_Macedonia,0.26041666666666663,1670,0.6916666666666667,0,0.0,0.0
Tunisia,0.22916666666666666,1303,0.8111111111111111,0,0.0,0.0
Uganda,0.171875,2571,0.6714285714285714,0,0.0,0.0
Unspecified,0.16666666666666666,3029,0.4435483870967742,0,0.0,0.0
Venezuela_(Bolivarian_Republic_of),0.20833333333333331,2633,0.6547619047619048,0,0.0,0.0
Bolivia_(Plurinational_State_of),0.3020833333333333,4814,0.6226215644820295,0,0.0,0.0
Chile,0.359375,4908,0.5638297872340425,0,0.0,0.0
El_Salvador,0.09895833333333333,546,0.5238095238095238,0,0.0,0.0
Estonia,0.24479166666666666,2123,0.8529411764705882,0,0.0,0.0
Fiji,0.08854166666666666,856,0.7142857142857143,0,0.0,0.0
Georgia,0.15104166666666666,772,0.45555555555555555,0,0.0,0.0
Honduras,0.057291666666666664,1242,0.7,0,0.0,0.0
Iceland,0.28125,2064,0.8541666666666666,0,0.0,0.0
Jamaica,0.09375,1138,0.6388888888888888,0,0.0,0.0
Madagascar,0.140625,2764,0.827485380116959,0,0.0,0.0
New_Zealand,0.5989583333333333,6440,0.4344679186228482,0,0.0,0.0
Papua_New_Guinea,0.109375,2801,0.830952380952381,0,0.0,0.0
Paraguay,0.13541666666666666,2734,0.6353846153846154,0,0.0,0.0
Peru,0.34375,5219,0.5863095238095238,0,0.0,0.0
South_Africa,0.59375,5074,0.47750362844702465,0,0.0,0.0
Sri_Lanka,0.25,3204,0.6613756613756614,0,0.0,0.0
Sudan_(former),0.041666666666666664,568,0.5892857142857143,0,0.0,0.0
Trinidad_and_Tobago,0.17708333333333331,1411,0.6272727272727273,0,0.0,0.0
United_Republic_of_Tanzania,0.18229166666666666,2325,0.6131578947368421,0,0.0,0.0
Uruguay,0.234375,4860,0.5883838383838383,0,0.0,0.0
Zambia,0.09375,586,0.5714285714285714,0,0.0,0.0
Armenia,0.17708333333333331,375,0.8333333333333334,0,0.0,0.0
Belarus,0.3802083333333333,2678,0.705,0,0.0,0.0
Central_African_Republic,0.005208333333333333,0,0.0,0,0.0,0.0
Ghana,0.40104166666666663,4962,0.49714285714285716,0,0.0,0.0
Guyana,0.05208333333333333,247,0.5,0,0.0,0.0
Latvia,0.265625,2799,0.8809523809523809,0,0.0,0.0
Mali,0.057291666666666664,1075,0.44545454545454544,0,0.0,0.0
Nigeria,0.234375,4086,0.5533033033033034,0,0.0,0.0
Oman,0.21354166666666666,271,0.9166666666666666,0,0.0,0.0
Sierra_Leone,0.06770833333333333,1727,0.7564102564102564,0,0.0,0.0
Aruba,0.03645833333333333,0,0.0,0,0.0,0.0
Barbados,0.078125,187,0.0,0,0.0,0.0
Netherlands_Antilles,0.020833333333333332,81,0.08333333333333333,0,0.0,0.0
Suriname,0.109375,822,1.0,0,0.0,0.0
Antigua_and_Barbuda,0.026041666666666664,500,0.65,0,0.0,0.0
Azerbaijan,0.140625,338,1.0,0,0.0,0.0
Bahrain,0.2708333333333333,709,0.6428571428571429,0,0.0,0.0
Bangladesh,0.03125,721,0.7,0,0.0,0.0
Belize,0.057291666666666664,432,0.5,0,0.0,0.0
Botswana,0.05208333333333333,39,1.0,0,0.0,0.0
Cambodia,0.06770833333333333,707,0.8,0,0.0,0.0
"China,_Macao_SAR",0.03645833333333333,0,0.0,0,0.0,0.0
Democratic_People's_Republic_of_Korea,0.010416666666666666,348,0.0,0,0.0,0.0
Democratic_Republic_of_the_Congo,0.06770833333333333,1537,0.6474358974358975,0,0.0,0.0
Djibouti,0.020833333333333332,339,0.75,0,0.0,0.0
Eritrea,0.010416666666666666,110,0.0,0,0.0,0.0
Guinea,0.06770833333333333,1991,0.8205128205128205,0,0.0,0.0
Jordan,0.3177083333333333,2915,0.665,0,0.0,0.0
Lao_People's_Democratic_Republic,0.015625,469,0.6666666666666666,0,0.0,0.0
Malta,0.09895833333333333,634,0.7,0,0.0,0.0
Mauritius,0.1875,1131,0.6,0,0.0,0.0
Mongolia,0.05208333333333333,1554,0.9,0,0.0,0.0
Mozambique,0.046875,971,0.5555555555555556,0,0.0,0.0
Myanmar,0.07291666666666666,1489,0.7362637362637363,0,0.0,0.0
Namibia,0.03645833333333333,590,0.4523809523809524,0,0.0,0.0
Nepal,0.09375,382,1.0,0,0.0,0.0
New_Caledonia,0.10416666666666666,441,0.75,0,0.0,0.0
Niger,0.078125,364,0.5,0,0.0,0.0
Qatar,0.35416666666666663,570,0.65,0,0.0,0.0
Rwanda,0.078125,727,0.6,0,0.0,0.0
Saint_Lucia,0.026041666666666664,768,0.8,0,0.0,0.0
Solomon_Islands,0.03645833333333333,954,0.9047619047619048,0,0.0,0.0
Swaziland,0.026041666666666664,894,1.0,0,0.0,0.0
Timor-Leste,0.005208333333333333,113,0.0,0,0.0,0.0
Tonga,0.0625,800,0.8666666666666667,0,0.0,0.0
Vanuatu,0.08854166666666666,964,0.7678571428571429,0,0.0,0.0
Yemen,0.03125,518,0.6666666666666666,0,0.0,0.0
Zimbabwe,0.125,841,0.5892857142857143,0,0.0,0.0
Algeria,0.041666666666666664,910,0.5892857142857143,0,0.0,0.0
Burkina_Faso,0.10416666666666666,704,0.5714285714285714,0,0.0,0.0
Grenada,0.041666666666666664,1016,0.6428571428571429,0,0.0,0.0
Kuwait,0.046875,894,0.7361111111111112,0,0.0,0.0
Togo,0.19791666666666666,2920,0.7034632034632035,0,0.0,0.0
Falkland_Islands_(Malvinas),0.015625,535,1.0,0,0.0,0.0
Guam,0.005208333333333333,177,0.0,0,0.0,0.0
Somalia,0.03125,596,0.8,0,0.0,0.0
Saint_Vincent_and_the_Grenadines,0.03645833333333333,640,0.7,0,0.0,0.0
Angola,0.005208333333333333,114,0.0,0,0.0,0.0
Benin,0.08854166666666666,775,0.42857142857142855,0,0.0,0.0
Burundi,0.05208333333333333,199,0.5,0,0.0,0.0
French_Polynesia,0.06770833333333333,0,0.0,0,0.0,0.0
Gabon,0.020833333333333332,674,1.0,0,0.0,0.0
Haiti,0.03645833333333333,1315,1.0,0,0.0,0.0
Liberia,0.03125,1030,1.0,0,0.0,0.0
Occupied_Palestinian_Territory,0.015625,418,0.8333333333333334,0,0.0,0.0
Senegal,0.19270833333333331,2288,0.6929824561403509,0,0.0,0.0
Seychelles,0.005208333333333333,120,0.0,0,0.0,0.0
Bhutan,0.005208333333333333,0,0.0,0,0.0,0.0
Cook_Islands,0.005208333333333333,115,0.0,0,0.0,0.0
Lesotho,0.005208333333333333,170,0.0,0,0.0,0.0
Gambia,0.09895833333333333,569,1.0,0,0.0,0.0
Guinea-Bissau,0.015625,260,0.3333333333333333,0,0.0,0.0
Chad,0.005208333333333333,45,0.0,0,0.0,0.0
Equatorial_Guinea,0.005208333333333333,166,0.0,0,0.0,0.0
Turks_and_Caicos_Islands,0.005208333333333333,46,0.0,0,0.0,0.0
Greenland,0.015625,289,0.8333333333333334,0,0.0,0.0
Libya,0.046875,1118,0.75,0,0.0,0.0
Cayman_Islands,0.005208333333333333,120,0.0,0,0.0,0.0
Maldives,0.08333333333333333,0,0.0,0,0.0,0.0
Mauritania,0.08333333333333333,480,0.45,0,0.0,0.0
